code accident;date;heure;d‚partement;commune;massif;site;"coordonn‚es
1314-73-09;05/01/2014;14:00;73;la l‚chŠre;beaufortain;croix de la bagnaz;;2300;;;4;2;0;0;0;0;0;0;2;randonn‚e;ski;arrˆt;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;;;;;
1314-73-08;05/01/2014;14:05;73;macot;vanoise;crˆte des bourtes;"45ø29'56""/6ø42'59""";2350;35-39;NO;2;2;1;1;0;1;0;0;2;hors-piste;ski;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;250;30;100;;;
1314-73-10;07/01/2014;11:00;73;champagny;vanoise;col des v‚s;"45ø26'42.62"" //6ø51'41.38""";2830;35-39;NO;4;1;0;0;0;0;0;1;0;hors-piste;ski;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;310;50;100;;;
1314-73-11;09/01/2014;12:30;73;valloire;maurienne;crˆte de lachat;;2840;40-44;NO;3;3;0;0;0;0;0;2;1;randonn‚e;ski;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;290;;;;;
1314-73-12;10/01/2014;12:00;73;bonneval;haute maurienne;ouille mouta;"45ø21'48.02"" / 7ø4'51.46""";2635;40-44;NO;2;1;1;1;0;0;0;1;0;randonn‚e;ski;travers‚e;2;sŠche;;lin‚aire;accidentelle soi-mˆme;300;120;80;;;
1314-73-13;25/01/2014;13:45;73;presle;belledonne;"couloir SO ""intime"" Gargoton";45,41996 / 6,21212;2330;35-39;SO;2;2;1;1;0;1;1;1;0;randonn‚e;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;250;10;60;;;
1314-73-15;26/01/2014;16:10;73;tignes;haute tarentaise;palet droite Tichat;;2400;30-34;SE;2;1;1;1;0;0;0;1;0;hors-piste;ski;arrˆt;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;10;15;50;;;
1314-73-16;26/01/2014;10:05;73;modane;haute maurienne;couloir du seuil valfr‚jus;32T 316540 / 5003895;2200;35-39;NE;3;2;0;0;0;0;0;1;1;hors-piste;ski;travers‚e;;sŠche;;lin‚aire;accidentelle soi-mˆme;140;;;;;
1314-73-17;27/01/2014;16:30;73;montchavin;vanoise;;;;;;;1;1;1;0;0;0;1;0;hors-piste;ski;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1314-73-20;19/03/2014;14:50;73;bourg st maurice;vanoise;face ouest aiguille rouge grande cascade;;;;NO;1;1;0;0;0;0;1;0;0;hors-piste;… pieds;mont‚e;3;humide;tendre;lin‚aire;accidentelle soi-mˆme;;;40;;;
1314-73-18;12/02/2014;14:50;73;la l‚chŠre;beaufortin;pointe du dzonfi‚;45ø34.960 / 6ø34.326;2340;30-34;SO;2;1;1;1;0;0;0;1;0;randonn‚e;ski;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;170;160;120;;;
1314-73-19;06/03/2014;10:40;73;peisey;vanoise;nord bellecote;"45ø29'43.72"" / 6ø46'39.49""";3150;40-44;N;3;1;0;0;0;0;1;0;0;hors-piste;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;30;30;;;
1314-73-21;15/04/2014;13:15;73;val isere;haute tarentaise;ruisseau du pisset;45ø24.244 / 6ø57.450;2375;35-39;NO;7;2;0;0;0;1;0;1;1;hors-piste;ski;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;125;100;;;
1314-73-22;29/04/2014;11:30;73;modane;haute maurienne;couloir sud aiguille peclet;"45ø16'51.4"" / 6ø37'26.9""";3490;35-39;S;6;4;0;0;0;4;0;4;0;randonn‚e;… pieds;mont‚e;2;humide;dure;lin‚aire;accidentelle soi-mˆme;110;70;100;;;
1314-73-23;04/05/2014;;73;orelle;maurienne;roche des marches;;;;;1;1;0;0;0;0;0;0;1;randonn‚e;ski;;;;;lin‚aire;naturelle s‚rac/corniche;;;;;;
1314-73-24;04/05/2014;;73;ste foy tarentaise;haute tarentaise;grande sassiere;;;;;1;1;0;0;0;0;0;1;0;randonn‚e;ski;;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1314-73-25;04/05/2014;11:15;73;bessans;haute maurienne;face ouest pointe charbonnel;"45ø16'48.26"" // 7ø3'4.39";3600;>45;O;1;1;0;0;0;0;1;0;0;alpinisme;… pieds;mont‚e;;humide;;lin‚aire;accidentelle soi-mˆme;500;100;50;;;
1314-73-26;04/05/2014;11:00;73;bessans;haute maurienne;selle de l'albaron;"45ø19'44.24""/7ø06'24.85""";3430;40-44;SO;3;1;1;1;0;0;1;0;0;randonn‚e;ski;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;310;200;100;;;
1314-73-27;18/05/2014;12:30;73;bessans;haute maurienne;pointe charbonnel;;;;NE;2;2;1;0;1;0;1;0;1;randonn‚e;ski;descente;;humide;tendre;;naturelle;;;;;;
1314-73-29;02/03/2014;15:00;73;bonneval sur arc;haute maurienne;;;2900;35-39;N;2;1;0;0;0;0;0;0;1;hors-piste;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;180;20;60;;;
1314-73-30;09/02/2014;14:50;73;saint jean de belleville;vanoise;point 2482 combe pierreux;45,415449N/6,425394S;2400;40-44;NE;4;1;0;0;0;0;0;0;1;randonn‚e;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;350;20;30;;;
1314-74-01;11/11/2013;16:55;74;les contamines;mont blanc;aiguille croche;;2300;30-34;SE;1;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;100;20;;;;
1314-74-02;01/12/2013;12:25;74;avoriaz;chablais;pointe de vorlaz;46ø10.877 / 6ø48.004;2290;35-39;S;2;2;0;0;0;0;0;2;0;randonn‚e;ski;mont‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;30;;;;
1314-74-03;27/12/2013;10:45;74;la clusaz;aravis;combe de torchere;"45ø53'25"" / 6ø29'15""";2375;30-34;NO;3;2;2;2;0;0;2;0;0;hors-piste;ski;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;125;115;100;;;
1314-74-04;29/12/2013;13:50;74;chatel;chablais;barbossine;;;;;2;1;0;0;0;0;0;0;1;hors-piste;ski;descente;4;sŠche;;lin‚aire;accidentelle tiers;;50;;;;
1314-74-05;30/12/2013;12:25;74;sixt;chablais;passage du d‚rochoir;"45ø58'04.7"" / 6ø44'59.7""";2150;30-34;N;2;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;60;40;80;;;
1314-74-06;05/01/2014;17:30;74;les houches;mont blanc;couloir vogealle;32T0329674 / 5087618;2175;35-39;NO;2;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;400;20;80;;;
1314-74-07;12/02/2014;15:50;74;le grand bornand;aravis;mont lachat de chatillon;45ø57,460' / 6ø28.772';1975;40-44;SE;3;2;0;0;0;1;0;1;1;hors-piste;ski;descente;3;humide;dure;lin‚aire;accidentelle soi-mˆme;225;15;30;;;
1314-74-08;25/02/2014;12:30;74;vallorcine;mont blanc;Mont Buet;32T333730 / 5099285;3040;>45;NE;2;1;1;0;1;0;1;0;0;randonn‚e;ski;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;650;;;;;
1314-74-09;02/03/2014;15:30;74;chamonix;mont blanc;aiguille belvedere;32t0335523 / 5094797;2880;35-39;SO;3;1;1;0;1;0;0;1;0;randonn‚e;ski;mont‚e;2;humide;;lin‚aire;accidentelle soi-mˆme;180;10;15;;;
1314-74-10;13/04/2014;11:10;74;la clusaz;aravis;combe … marion;;;;;;8;0;0;0;2;0;4;4;randonn‚e;ski;mont‚e;;humide;tendre;lin‚aire;naturelle;;;;;;
1314-74-11;02/03/2014;10:30;74;la clusaz;aravis;;;;;;2;2;0;0;0;0;0;0;2;randonn‚e;ski;mont‚e;;;;lin‚aire;accidentelle tiers;;10;;;;
1213-04-01;19/03/2013;15:30;04;montclar;ubaye;face ouest dormillouse;"44ø24'23.6"" / 6ø22'56.9""";2340;35-39;O;3;1;1;1;0;0;1;0;0;hors-piste;;descente;4;humide;tendre;lin‚aire;accidentelle soi-mˆme;450;150;;;;
1213-05-01;14/12/2012;;05;la grave;oisans;rd 1091 les traverses;;;;;3;3;0;0;0;0;0;2;1;voie de communication;;;;;;;naturelle;;;;;;
1213-05-02;16/12/2012;12:25;05;risoul;embrunais parpaillon;crete de razis;44.597714 / 6.648739;2520;30-34;NO;1;1;1;1;0;0;1;0;0;hors-piste;;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;140;300;190;;;
1213-05-03;26/12/2012;15:30;05;molines en queyras;queyras;chateau renard couloir NE;;2865;>45;N;1;1;0;0;0;1;1;0;0;hors-piste;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;620;100;60;;;
1213-05-04;20/01/2013;13:30;05;n‚vache;thabor;;;;;;1;1;0;0;0;0;0;1;0;randonn‚e;;;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-05;03/02/2013;;05;montgenevre;thabor;vallon des baysses;;;;;1;1;0;0;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-06;06/02/2013;;05;freissiniere;pelvoux;lac palluel;;;;;12;1;0;0;0;1;0;1;0;randonn‚e;;;;;;;;;;;;;
1213-05-07;13/02/2013;14:15;05;arvieux;queyras;barre noire villargaudin;44ø44'33.1 / 6ø44'204;2400;30-34;E;2;1;0;0;0;0;0;1;0;randonn‚e;;descente;3;humide;tendre;lin‚aire;accidentelle soi-mˆme;100;50;50;;;
1213-05-08;05/03/2013;;05;cr‚voux;embrunais parpaillon;goulotte barre des enfers;;;;;5;5;0;0;0;0;4;1;0;alpinisme;;mont‚e;2;sŠche;;lin‚aire;naturelle;;;;;;
1213-05-09;09/03/2013;10:30;05;molines;queyras;combe crose;;2600;;;3;3;1;1;0;1;2;0;1;hors-piste;;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;30;;;
1213-05-10;15/03/2013;13:30;05;monetier les bains;oisans;route du galibier;;;;;3;3;0;0;0;0;0;1;2;randonn‚e;;mont‚e;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-11;22/03/2013;13:00;05;ceillac;queyras;col tronchet;;;;;10;2;0;0;0;0;1;0;1;randonn‚e;;;3;;;;;;;;;;
1213-05-12;25/03/2013;;05;puy st vincent;pelvoux;col de bal;;;;;2;2;0;0;0;0;0;0;2;hors-piste;;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-13;25/03/2013;13:45;05;orcieres;champsaur;la coupa;44ø37'340 / 6ø18'089;2600;30-34;N;2;1;1;0;1;0;0;0;1;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;500;50;;;;
1213-05-14;19/04/2013;10:20;05;vars;embrunais parpaillon;piste bleue vallon crˆte peyrol;;2300;;;1;1;0;0;0;0;0;1;0;piste;;descente;;;;lin‚aire;naturelle;;;;;;
1213-05-15;13/04/2013;10:00;05;orcieres;champsaur;mourre froid;"44ø38'39.6"" / 6ø23'53.3""";2500;30-34;NO;1;1;0;0;0;1;0;0;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;200;60;70;;;
1213-05-16;13/04/2013;13:00;05;orcieres;champsaur;mourre froid;44ø38'39'' / 6ø23'38'';2750;30-34;N;2;2;1;1;0;1;1;0;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;200;40;;;
1213-06-01;15/04/2013;13:25;06;st etienne tinee;mercantour;secteur dome station auron;"44ø12'50"" / 6ø54'25""";2150;30-34;E;2;1;1;1;0;0;1;0;0;hors-piste;;descente;4;humide;tendre;lin‚aire;;100;100;70;;;
1213-09-01;15/03/2013;;09;ax les thermes;haute ariŠge;;;;;;1;1;0;0;0;0;0;0;1;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-09-02;15/03/2013;;09;ax les thermes;haute ariŠge;;;;;;1;1;1;1;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-26-01;09/12/2012;;26;bezaudun sur bine;vercors diois;pas de sierra le veyou;;1270;40-44;S;;1;0;0;0;0;0;1;0;randonn‚e;;;;;;;;;;;;;
1213-38-01;13/12/2012;12:45;38;saint christophe sur guiers;chartreuse;col de l‚chaud;5ø48'38.2'' // 45ø23'20.3'';1680;30-34;NO;2;2;2;2;0;0;1;1;0;randonn‚e;;mont‚e;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;100;90;;;;
1213-38-02;02/01/2013;;38;la morte;oisans;pas de la mine;5ø54'05.2'' // 45ø02'02.3'';2450;35-39;O;3;1;0;0;0;0;0;1;0;randonn‚e;;travers‚e;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-38-03;12/01/2013;11:30;38;pinsot;belledonne;pic des grandes lanches;;;35-39;O;1;1;0;0;0;1;1;0;0;randonn‚e;;mont‚e;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-38-04;20/01/2013;13:50;38;auris en oisans;grandes rousses;signal de l'homme;45ø03.931'' // 6ø04.543';1790;35-39;SO;6;3;3;3;0;0;0;1;2;hors-piste;;descente;3;humide;dure;lin‚aire;accidentelle soi-mˆme;60;30;20;;;
1213-38-05;30/01/2013;;38;chantelouve;oisans;voie cros de quinchiol / Gd Armet;5ø56'47.2'' // 44ø59'01.6'';2320;>45;SE;2;2;2;0;2;0;2;0;0;alpinisme;;mont‚e;;humide;tendre;lin‚aire;naturelle;;;;;;
1213-38-06;19/03/2013;11:45;38;La FerriŠre;belledonne;secteur le pleynet F9;;1850;;;1;1;1;0;1;0;0;1;0;hors-piste;;descente;4;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-38-07;07/04/2013;11:45;38;allemond;belledonne;col de roche noire;5ø59'20.9'' // 45ø11'09'8'';2600;40-44;E;50;3;0;0;0;3;0;1;2;randonn‚e;;mont‚e;;humide;dure;lin‚aire;naturelle s‚rac/corniche;300;75;400;;;
1213-38-08;14/04/2013;09:55;38;saint christophe en oisans;oisans;col de la lauze;;2900;30-34;SE;8;2;0;0;0;0;0;1;1;randonn‚e;;descente;;humide;tendre;lin‚aire;accidentelle tiers;;;;;;
1213-38-09;17/04/2013;;38;le freney d'oisans;grandes rousses;proche refuge sarenne;;;35-39;S;2;2;1;1;0;1;0;2;0;voie de communication;;travers‚e;;humide;dure;lin‚aire;naturelle;100;;;;;
1213-64-01;02/01/2013;12:45;64;eaux bonnes;aspe ossau;vallon anglas;;;;;2;1;1;1;0;0;1;0;0;hors-piste;;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-65-01;06/03/2013;16:00;65;st lary soulan;haute bigorre;GR Espiaube Plat Adet;;;;;8;6;0;0;0;6;0;3;3;randonn‚e;;travers‚e;3;humide;tendre;;naturelle;;;;;;
1213-65-02;15/03/2013;;65;bagnŠres de bigorre;haute bigorre;sud pic du midi de bigorre;;;;S;1;1;0;0;0;0;1;0;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-01;05/12/2012;11:25;73;tignes;haute tarentaise;secteur paquerette;;2600;30-34;N;11;2;2;2;0;0;1;1;0;hors-piste;;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;80;60;;;
1213-73-02;12/12/2012;12:55;73;tignes;haute tarentaise;pente barthelemy aiguille percee;;2750;35-39;NO;7;4;2;1;1;0;0;3;1;hors-piste;;descente;4;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;70;100;;;
1213-73-03;21/12/2012;12:05;73;val isere;haute tarentaise;pointe du grand vallon creux de l'ouille;;2755;30-34;N;3;3;1;1;0;0;1;0;2;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;200;300;;;
1213-73-04;28/12/2012;;73;saint martin de belleville (val thorens);vanoise;lac du lou;;;;;5;1;1;1;0;0;0;1;0;hors-piste;;descente;;;;;;;;;;;
1213-73-05;20/01/2013;;73;valloire;maurienne;telesiege montissot;;;;;1;1;1;1;0;0;1;0;0;hors-piste;;descente;4;;;;;;;;;;
1213-73-06;30/01/2013;11:30;73;sainte marie de cuines;maurienne;crˆte de la raverotte;45ø17'34.9'' / 6ø16'47.1'';2000;30-34;NO;4;2;0;0;0;2;0;2;0;randonn‚e;;travers‚e;;humide;dure;lin‚aire;accidentelle soi-mˆme;600;40;50;;;
1213-73-07;03/02/2013;;73;saint martin de belleville (val thorens);vanoise;lac du lou;;;;;2;2;0;0;0;0;0;1;1;hors-piste;;descente;;;;;;;;;;;
1213-73-08;08/02/2013;;73;saint martin de belleville (val thorens);vanoise;cime caron;;;;;3;3;0;0;0;0;0;0;3;hors-piste;;descente;;;;;;;;;;;
1213-73-09;08/02/2013;11:10;73;saint bon tarentaise;vaoise;sous pas du roc merlet;32T 314970 / 5026393;2350;30-34;NO;3;2;1;1;0;1;1;0;1;hors-piste;;descente;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;40;70;50;;;
1213-73-10;13/02/2013;12:55;73;cote d'aime;vanoise;combe benite;;2400;;O;7;5;1;1;0;1;0;1;4;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;100;130;;;
1213-73-11;20/02/2013;10:00;73;valloire;maurienne;camp des rochilles;;2510;30-34;O;22;2;1;1;0;1;1;0;1;entrainement militaire descente couloir;;descente;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;110;20;60;;;
1213-73-12;26/02/2013;16:40;73;pralognan;vanoise;cirque du petit arcellin;45ø23.017'' 6ø45.689'';2100;30-34;NO;1;1;0;0;0;1;0;1;0;randonn‚e;;travers‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;20;20;;;
1213-73-13;02/03/2013;16:40;73;sainte foy tarentaise;haute tarentaise;sous pointe des gavies / ruisseau des gavies;45ø35'44.6'' 6ø57'20.2'';2200;30-34;N;2;1;0;0;0;1;0;1;0;hors-piste;;descente;3;;tendre;ponctuel;accidentelle soi-mˆme;100;;;;;
1213-73-14;05/03/2013;16:15;73;valloire;maurienne;combe des granges;;;35-39;NO;2;2;1;1;0;1;0;2;0;hors-piste;;descente;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-15;06/03/2013;11:00;73;modane;maurienne;vall‚e perdue valfr‚jus;45ø09'26.9'' / 6ø39'25.5'';2200;30-34;NO;2;2;0;0;0;2;0;2;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;70;150;100;;;
1213-73-16;06/03/2013;11:30;73;tignes;haute tarentaise;couloir bois de la laye;45ø28'13.4' / 6ø55'35.5'';2200;35-39;N;2;2;2;1;1;0;2;0;0;hors-piste;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;360;100;80;;;
1213-73-17;18/03/2013;13:10;73;montvalezan;haute tarentaise;hp des ecudets;45ø38'23.0'' / 6ø50'41.2'';1880;35-39;SO;2;1;1;1;0;0;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;60;50;;;
1213-73-18;19/03/2013;15:55;73;saint martin de belleville (val thorens);vanoise;lac du lou;32T0306717 / 5018817;1990;40-44;NO;5;1;1;1;0;0;0;1;0;hors-piste;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;15;30;80;;;
1213-73-19;19/03/2013;15:05;73;les avanchers;maurienne;hors piste des lauziŠres;32T 295042 / 5035497;1825;30-34;NE;6;1;1;1;0;0;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;30;25;60;;;
1213-73-20;19/03/2013;;73;les allues;vanoise;t‚l‚siŠge cote brune;;;;N;1;1;0;0;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-21;29/03/2013;16:15;73;bourg saint maurice;vanoise;piste rouge grand renard balise nø14;;2490;40-44;E;6;1;1;1;0;0;1;0;0;piste;;travers‚e;3;sŠche;tendre;lin‚aire;naturelle;50;60;20;;;
1213-73-22;01/04/2013;14:00;73;les allues;vanoise;aiguille du fruit;6ø37'49.5'' / 45ø21'12.8'';2900;>45;NO;3;2;0;0;0;0;0;2;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;600;10;;;;
1213-73-23;01/04/2013;;73;saint martin de belleville (val thorens);vanoise;face ouest aiguille des st pŠres;;2800;;O;3;1;0;0;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-24;14/04/2013;;73;aussois;vanoise;chaise aux papes / dent parrach‚e;6ø45'13.8'' / 45ø17'18.2'';3600;30-34;SE;;6;6;6;0;0;3;3;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle tiers;400;400;;;;
1213-73-25;02/05/2013;10:25;73;pralognan;vanoise;grands couloirs grande casse;45ø24'16''/6ø49'01.2'' /// 45ø24'05.8''/6ø49'02.6'';3530;>45;O;4;3;1;1;0;2;1;2;0;alpinisme;;mont‚e;;humide;dure;lin‚aire;accidentelle soi-mˆme;500;350;50;;;
1213-74-01;30/10/2012;11:55;74;chamonix;mont blanc;aiguille marbr‚e;32T0340153 5079579;3500;30-34;SE;2;2;0;0;0;0;0;1;1;alpinisme;;mont‚e;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;15;15;;;
1213-74-02;06/12/2012;12:45;74;serraval;aravis;sulens;32t 0295672  5078087;1710;40-44;O;2;2;1;1;0;1;1;0;1;randonn‚e;;travers‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;100;40;;;
1213-74-03;19/01/2013;13:10;74;abondance;chablais;mont de grange;;2100;40-44;O;2;1;0;0;0;0;0;1;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;10;30;;;
1213-74-04;05/02/2013;16:10;74;chatel;chablais;t‚l‚siŠge des combes;;;;;1;1;1;0;1;0;0;0;1;hors-piste;;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;40;;;
1213-74-05;08/02/2013;10:55;74;chamonix;mont blanc;br‚vent nant pcheu;N45ø55'48.2 // E06ø50'14.0;2280;35-39;SE;1;1;1;1;0;0;1;0;0;hors-piste;;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;1000;150;80;;;
1213-74-06;26/02/2013;09:30;74;saint gervais;mont blanc;mont lachat;45.86970 / 6.78810;1970;35-39;SO;15;6;0;0;0;0;0;1;5;randonn‚e;;mont‚e;1;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;170;30;20;;;
1213-74-07;19/03/2013;;74;bernex;chablais;;;;;;1;1;1;0;1;0;1;0;0;randonn‚e;;descente;;;;;;;;;;;
